#double-hashing.csv
#Yannick
#Matousek
#12005960
group,number,instanceType,probeType,stepsAvg,m,numberOfKeys,stepsNegativeAvg
Double Hashing,148,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,149,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,150,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,151,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,152,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,153,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,154,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,155,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,156,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,157,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,158,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,159,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,160,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,161,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,162,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,163,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,164,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,165,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,166,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,167,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,168,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,169,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,170,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,171,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,172,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,173,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,174,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,175,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,176,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,177,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,178,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,179,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,180,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,181,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,182,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,183,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,184,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,185,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,186,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,187,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,188,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,189,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,190,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,191,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,192,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,193,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,194,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,195,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,196,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,197,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,198,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,199,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,200,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,201,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,202,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,203,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,204,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,205,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,206,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,207,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,208,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,209,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,210,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,211,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,212,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,213,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,214,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,215,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,216,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,217,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,218,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,219,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,220,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,221,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,222,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,223,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,224,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,225,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,226,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,227,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,228,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,229,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,230,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,231,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,232,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,233,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,234,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,235,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,236,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,237,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,238,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,239,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,240,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,241,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,242,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,243,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,244,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,245,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,246,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,247,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,248,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,249,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,250,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,251,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,252,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,253,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,254,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,255,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,256,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,257,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,258,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,259,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,260,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,261,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,262,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,263,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,264,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,265,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,266,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,267,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,268,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,269,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,270,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,271,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,272,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,273,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,274,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,275,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,276,DOUBLE_HASHING,NONE,0.0,0,0,0.0
